Frequency - Filtered (PSD),Amplitude - Filtered (PSD),Frequency - Filtered (PSD),Amplitude - Filtered (PSD)
0,7.76E-23,0,7.69E-23
0.1,1.55E-22,0.1,1.54E-22
0.2,1.55E-22,0.2,1.54E-22
0.3,1.55E-22,0.3,1.54E-22
0.4,1.55E-22,0.4,1.54E-22
0.5,1.55E-22,0.5,1.54E-22
0.6,1.56E-22,0.6,1.54E-22
0.7,1.56E-22,0.7,1.54E-22
0.8,1.56E-22,0.8,1.55E-22
0.9,1.56E-22,0.9,1.55E-22
1,1.57E-22,1,1.55E-22
1.1,1.57E-22,1.1,1.55E-22
1.2,1.57E-22,1.2,1.56E-22
1.3,1.57E-22,1.3,1.56E-22
1.4,1.58E-22,1.4,1.56E-22
1.5,1.58E-22,1.5,1.57E-22
1.6,1.59E-22,1.6,1.57E-22
1.7,1.59E-22,1.7,1.58E-22
1.8,1.60E-22,1.8,1.58E-22
1.9,1.60E-22,1.9,1.59E-22
2,1.61E-22,2,1.59E-22
2.1,1.61E-22,2.1,1.60E-22
2.2,1.62E-22,2.2,1.61E-22
2.3,1.63E-22,2.3,1.61E-22
2.4,1.63E-22,2.4,1.62E-22
2.5,1.64E-22,2.5,1.62E-22
2.6,1.65E-22,2.6,1.63E-22
2.7,1.65E-22,2.7,1.64E-22
2.8,1.66E-22,2.8,1.65E-22
2.9,1.67E-22,2.9,1.66E-22
3,1.68E-22,3,1.66E-22
3.1,1.69E-22,3.1,1.67E-22
3.2,1.69E-22,3.2,1.68E-22
3.3,1.70E-22,3.3,1.69E-22
3.4,1.71E-22,3.4,1.70E-22
3.5,1.72E-22,3.5,1.71E-22
3.6,1.73E-22,3.6,1.72E-22
3.7,1.74E-22,3.7,1.73E-22
3.8,1.75E-22,3.8,1.74E-22
3.9,1.76E-22,3.9,1.75E-22
4,1.78E-22,4,1.76E-22
4.1,1.79E-22,4.1,1.77E-22
4.2,1.80E-22,4.2,1.79E-22
4.3,1.81E-22,4.3,1.80E-22
4.4,1.82E-22,4.4,1.81E-22
4.5,1.84E-22,4.5,1.82E-22
4.6,1.85E-22,4.6,1.84E-22
4.7,1.86E-22,4.7,1.85E-22
4.8,1.88E-22,4.8,1.86E-22
4.9,1.89E-22,4.9,1.88E-22
5,1.91E-22,5,1.89E-22
5.1,1.92E-22,5.1,1.91E-22
5.2,1.93E-22,5.2,1.92E-22
5.3,1.95E-22,5.3,1.94E-22
5.4,1.97E-22,5.4,1.95E-22
5.5,1.98E-22,5.5,1.97E-22
5.6,2.00E-22,5.6,1.98E-22
5.7,2.01E-22,5.7,2.00E-22
5.8,2.03E-22,5.8,2.02E-22
5.9,2.05E-22,5.9,2.03E-22
6,2.07E-22,6,2.05E-22
6.1,2.08E-22,6.1,2.07E-22
6.2,2.10E-22,6.2,2.09E-22
6.3,2.12E-22,6.3,2.11E-22
6.4,2.14E-22,6.4,2.12E-22
6.5,2.16E-22,6.5,2.14E-22
6.6,2.18E-22,6.6,2.16E-22
6.7,2.20E-22,6.7,2.18E-22
6.8,2.22E-22,6.8,2.20E-22
6.9,2.24E-22,6.9,2.22E-22
7,2.26E-22,7,2.24E-22
7.1,2.28E-22,7.1,2.27E-22
7.2,2.30E-22,7.2,2.29E-22
7.3,2.32E-22,7.3,2.31E-22
7.4,2.34E-22,7.4,2.33E-22
7.5,2.37E-22,7.5,2.35E-22
7.6,2.39E-22,7.6,2.38E-22
7.7,2.41E-22,7.7,2.40E-22
7.8,2.44E-22,7.8,2.42E-22
7.9,2.46E-22,7.9,2.45E-22
8,2.48E-22,8,2.47E-22
8.1,2.51E-22,8.1,2.50E-22
8.2,2.53E-22,8.2,2.52E-22
8.3,2.56E-22,8.3,2.55E-22
8.4,2.59E-22,8.4,2.57E-22
8.5,2.61E-22,8.5,2.60E-22
8.6,2.64E-22,8.6,2.62E-22
8.7,2.66E-22,8.7,2.65E-22
8.8,2.69E-22,8.8,2.68E-22
8.9,2.72E-22,8.9,2.71E-22
9,2.75E-22,9,2.73E-22
9.1,2.78E-22,9.1,2.76E-22
9.2,2.80E-22,9.2,2.79E-22
9.3,2.83E-22,9.3,2.82E-22
9.4,2.86E-22,9.4,2.85E-22
9.5,2.89E-22,9.5,2.88E-22
9.6,2.92E-22,9.6,2.91E-22
9.7,2.95E-22,9.7,2.94E-22
9.8,2.99E-22,9.8,2.97E-22
9.9,3.02E-22,9.9,3.00E-22
10,3.05E-22,10,3.04E-22
10.1,3.08E-22,10.1,3.07E-22
10.2,3.11E-22,10.2,3.10E-22
10.3,3.15E-22,10.3,3.14E-22
10.4,3.18E-22,10.4,3.17E-22
10.5,3.22E-22,10.5,3.20E-22
10.6,3.25E-22,10.6,3.24E-22
10.7,3.29E-22,10.7,3.27E-22
10.8,3.32E-22,10.8,3.31E-22
10.9,3.36E-22,10.9,3.34E-22
11,3.39E-22,11,3.38E-22
11.1,3.43E-22,11.1,3.42E-22
11.2,3.47E-22,11.2,3.46E-22
11.3,3.51E-22,11.3,3.49E-22
11.4,3.54E-22,11.4,3.53E-22
11.5,3.58E-22,11.5,3.57E-22
11.6,3.62E-22,11.6,3.61E-22
11.7,3.66E-22,11.7,3.65E-22
11.8,3.70E-22,11.8,3.69E-22
11.9,3.74E-22,11.9,3.73E-22
12,3.78E-22,12,3.77E-22
12.1,3.82E-22,12.1,3.81E-22
12.2,3.87E-22,12.2,3.85E-22
12.3,3.91E-22,12.3,3.90E-22
12.4,3.95E-22,12.4,3.94E-22
12.5,4.00E-22,12.5,3.98E-22
12.6,4.04E-22,12.6,4.03E-22
12.7,4.08E-22,12.7,4.07E-22
12.8,4.13E-22,12.8,4.12E-22
12.9,4.18E-22,12.9,4.16E-22
13,4.22E-22,13,4.21E-22
13.1,4.27E-22,13.1,4.26E-22
13.2,4.32E-22,13.2,4.30E-22
13.3,4.36E-22,13.3,4.35E-22
13.4,4.41E-22,13.4,4.40E-22
13.5,4.46E-22,13.5,4.45E-22
13.6,4.51E-22,13.6,4.50E-22
13.7,4.56E-22,13.7,4.55E-22
13.8,4.61E-22,13.8,4.60E-22
13.9,4.66E-22,13.9,4.65E-22
14,4.71E-22,14,4.70E-22
14.1,4.77E-22,14.1,4.75E-22
14.2,4.82E-22,14.2,4.81E-22
14.3,4.87E-22,14.3,4.86E-22
14.4,4.93E-22,14.4,4.92E-22
14.5,4.98E-22,14.5,4.97E-22
14.6,5.04E-22,14.6,5.03E-22
14.7,5.09E-22,14.7,5.08E-22
14.8,5.15E-22,14.8,5.14E-22
14.9,5.21E-22,14.9,5.20E-22
15,5.27E-22,15,5.25E-22
15.1,5.32E-22,15.1,5.31E-22
15.2,5.38E-22,15.2,5.37E-22
15.3,5.44E-22,15.3,5.43E-22
15.4,5.50E-22,15.4,5.49E-22
15.5,5.57E-22,15.5,5.55E-22
15.6,5.63E-22,15.6,5.62E-22
15.7,5.69E-22,15.7,5.68E-22
15.8,5.75E-22,15.8,5.74E-22
15.9,5.82E-22,15.9,5.81E-22
16,5.88E-22,16,5.87E-22
16.1,5.95E-22,16.1,5.94E-22
16.2,6.01E-22,16.2,6.00E-22
16.3,6.08E-22,16.3,6.07E-22
16.4,6.15E-22,16.4,6.14E-22
16.5,6.22E-22,16.5,6.21E-22
16.6,6.29E-22,16.6,6.28E-22
16.7,6.36E-22,16.7,6.35E-22
16.8,6.43E-22,16.8,6.42E-22
16.9,6.50E-22,16.9,6.49E-22
17,6.57E-22,17,6.56E-22
17.1,6.64E-22,17.1,6.63E-22
17.2,6.72E-22,17.2,6.71E-22
17.3,6.79E-22,17.3,6.78E-22
17.4,6.87E-22,17.4,6.86E-22
17.5,6.95E-22,17.5,6.93E-22
17.6,7.02E-22,17.6,7.01E-22
17.7,7.10E-22,17.7,7.09E-22
17.8,7.18E-22,17.8,7.17E-22
17.9,7.26E-22,17.9,7.25E-22
18,7.34E-22,18,7.33E-22
18.1,7.42E-22,18.1,7.41E-22
18.2,7.50E-22,18.2,7.49E-22
18.3,7.59E-22,18.3,7.58E-22
18.4,7.67E-22,18.4,7.66E-22
18.5,7.76E-22,18.5,7.75E-22
18.6,7.84E-22,18.6,7.83E-22
18.7,7.93E-22,18.7,7.92E-22
18.8,8.02E-22,18.8,8.01E-22
18.9,8.11E-22,18.9,8.10E-22
19,8.20E-22,19,8.19E-22
19.1,8.29E-22,19.1,8.28E-22
19.2,8.38E-22,19.2,8.37E-22
19.3,8.47E-22,19.3,8.46E-22
19.4,8.57E-22,19.4,8.56E-22
19.5,8.66E-22,19.5,8.65E-22
19.6,8.76E-22,19.6,8.75E-22
19.7,8.86E-22,19.7,8.85E-22
19.8,8.95E-22,19.8,8.94E-22
19.9,9.06E-22,19.9,9.05E-22
20,9.15E-22,20,9.14E-22
20.1,9.26E-22,20.1,9.25E-22
20.2,9.36E-22,20.2,9.35E-22
20.3,9.46E-22,20.3,9.45E-22
20.4,9.57E-22,20.4,9.56E-22
20.5,9.68E-22,20.5,9.67E-22
20.6,9.78E-22,20.6,9.77E-22
20.7,9.89E-22,20.7,9.88E-22
20.8,1.00E-21,20.8,1.00E-21
20.9,1.01E-21,20.9,1.01E-21
21,1.02E-21,21,1.02E-21
21.1,1.03E-21,21.1,1.03E-21
21.2,1.05E-21,21.2,1.04E-21
21.3,1.06E-21,21.3,1.06E-21
21.4,1.07E-21,21.4,1.07E-21
21.5,1.08E-21,21.5,1.08E-21
21.6,1.09E-21,21.6,1.09E-21
21.7,1.10E-21,21.7,1.10E-21
21.8,1.12E-21,21.8,1.12E-21
21.9,1.13E-21,21.9,1.13E-21
22,1.14E-21,22,1.14E-21
22.1,1.15E-21,22.1,1.15E-21
22.2,1.17E-21,22.2,1.17E-21
22.3,1.18E-21,22.3,1.18E-21
22.4,1.20E-21,22.4,1.20E-21
22.5,1.20E-21,22.5,1.20E-21
22.6,1.23E-21,22.6,1.22E-21
22.7,1.23E-21,22.7,1.23E-21
22.8,1.25E-21,22.8,1.25E-21
22.9,1.26E-21,22.9,1.26E-21
23,1.28E-21,23,1.27E-21
23.1,1.29E-21,23.1,1.29E-21
23.2,1.30E-21,23.2,1.30E-21
23.3,1.32E-21,23.3,1.32E-21
23.4,1.34E-21,23.4,1.33E-21
23.5,1.34E-21,23.5,1.34E-21
23.6,1.37E-21,23.6,1.37E-21
23.7,1.37E-21,23.7,1.37E-21
23.8,1.40E-21,23.8,1.40E-21
23.9,1.41E-21,23.9,1.41E-21
24,1.42E-21,24,1.42E-21
24.1,1.44E-21,24.1,1.44E-21
